WGS84 UTM 51N
459035 1191739
33.81559335446218 -49.13148698583245 31.0
0.7005231968360022 -60.14812276652083 31.0
-31.766217631695326 -37.68699711165391 31.0
23.005015508679207 50.70300963544287 31.0
11.76874476595549 50.71674967254512 31.0
-9.900983559084125 -37.71375747723505 31.0
33.883166756131686 6.154062084155157 31.0
0.7005231968360022 -60.14812276652083 31.0
22.99149647093145 39.64589927555062 31.0
11.76874476595549 50.71674967254512 31.0
-9.86077200260479 -4.849568567238748 31.0
33.856512433092576 -15.65301581658423 31.0
0.8361568959662691 50.730121976463124 31.0
33.82948318950366 -37.767235377570614 30.0
0.8361568959662691 50.730121976463124 31.0
-9.900983559084125 -37.71375747723505 31.0
-42.96227461704984 -4.809049729257822 32.0
33.842997749336064 -26.710125632351264 30.0
-9.900983559084125 -37.71375747723505 31.0
-9.914888234750833 -49.07800957164727 31.0
11.687610137625597 -15.625912150135264 31.0
0.7005231968360022 -60.14812276652083 31.0
0.781676487182267 6.194538050796837 31.0
-31.657924401049968 50.76988850720227 32.0
-9.900983559084125 -37.71375747723505 31.0
33.86965182784479 -4.903047871775925 31.0
22.99149647093145 39.64589927555062 31.0
0.7414749934105203 -26.669650728581473 31.0
0.7414749934105203 -26.669650728581473 31.0
0.7952024698024616 17.251648435136303 31.0
-20.847508922801353 -49.064631294924766 31.0
22.977602033643052 28.281647035386413 31.0
33.842997749336064 -26.710125632351264 30.0
11.76874476595549 50.71674967254512 31.0
33.910196984536014 28.26828220882453 31.0
0.7005231968360022 -60.14812276652083 31.0
33.883166756131686 6.154062084155157 31.0
-31.685374478751328 28.34852470899932 32.0
-9.820183525444008 28.321762931067497 31.0
11.674088133731857 -26.68302220571786 31.0
0.8361568959662691 50.730121976463124 31.0
-31.685374478751328 28.34852470899932 32.0
-31.712448027858045 6.234303166624159 31.0
-20.80653519416228 -15.586158336605877 31.0
-9.88745455967728 -26.656647259835154 31.0
-20.77984527265653 6.220920729218051 32.0
-9.833713141910266 17.264652360463515 31.0
22.88297313376097 -49.118122986052185 30.0
-20.847508922801353 -49.064631294924766 31.0
-20.847508922801353 -49.064631294924766 31.0
0.7952024698024616 17.251648435136303 31.0
-9.792748088832013 50.74312624987215 31.0
22.910384848655667 -26.696761392988265 31.0
11.674088133731857 -26.68302220571786 31.0
0.8361568959662691 50.730121976463124 31.0
0.7414749934105203 -26.669650728581473 31.0
0.8361568959662691 50.730121976463124 31.0
33.81559335446218 -49.13148698583245 31.0
-9.86077200260479 -4.849568567238748 32.0
33.81559335446218 -49.13148698583245 31.0
0.7005231968360022 -60.14812276652083 30.0
23.005015508679207 50.70300963544287 31.0
23.005015508679207 50.70300963544287 31.0
0.8496833782992326 61.78723264648579 31.0
-42.96227461704984 -4.809049729257822 32.0
0.8361568959662691 50.730121976463124 31.0
33.910196984536014 28.26828220882453 31.0
11.755222017818596 39.659639191115275 31.0
33.910196984536014 28.26828220882453 31.0
22.99149647093145 39.64589927555062 31.0
0.7005231968360022 -60.14812276652083 31.0
0.7550006072851829 -15.61254055518657 31.0
-9.779218096577097 61.80023703468032 31.0
-9.792748088832013 50.74312624987215 31.0
22.89686667895876 -37.75387125625275 30.0
-31.67146148951724 39.712777556385845 32.0
0.7005231968360022 -60.14812276652083 31.0
33.82948318950366 -37.767235377570614 31.0
22.99149647093145 39.64589927555062 31.0
-31.657924401049968 50.76988850720227 31.0
-9.914888234750833 -49.07800957164727 31.0
22.96408324735239 17.224536819383502 31.0
-9.900983559084125 -37.71375747723505 31.0
-20.793378250906244 -4.836189817637205 32.0
0.781676487182267 6.194538050796837 31.0
33.86965182784479 -4.903047871775925 31.0
22.910384848655667 -26.696761392988265 31.0
11.674088133731857 -26.68302220571786 30.0
-31.685374478751328 28.34852470899932 32.0
11.755222017818596 39.659639191115275 31.0
-9.820183525444008 28.321762931067497 31.0
-31.72598461614689 -4.822807498741895 31.0
33.842997749336064 -26.710125632351264 29.0
-9.792748088832013 50.74312624987215 31.0
-31.752681412443053 -26.62988665769808 31.0
-42.96227461704984 -4.809049729257822 32.0
-9.86077200260479 -4.849568567238748 31.0
-20.80653519416228 -15.586158336605877 31.0
-9.792748088832013 50.74312624987215 31.0
-9.86077200260479 -4.849568567238748 31.0
0.7005231968360022 -60.14812276652083 31.0
-9.792748088832013 50.74312624987215 31.0
0.7005231968360022 -60.14812276652083 31.0
-9.914888234750833 -49.07800957164727 30.0
-31.73914506903384 -15.572776132728904 31.0
-31.67146148951724 39.712777556385845 31.0
-9.779218096577097 61.80023703468032 31.0
-42.96227461704984 -4.809049729257822 31.0
0.7550006072851829 -15.61254055518657 31.0
0.822630537673831 39.67301137722097 31.0
33.89668180834269 17.211172111099586 31.0
33.81559335446218 -49.13148698583245 31.0
-9.86077200260479 -4.849568567238748 31.0
0.8361568959662691 50.730121976463124 31.0
33.883166756131686 6.154062084155157 31.0
33.89668180834269 17.211172111099586 31.0
-9.900983559084125 -37.71375747723505 31.0
-9.900983559084125 -37.71375747723505 31.0
22.88297313376097 -49.118122986052185 31.0
0.8361568959662691 50.730121976463124 31.0
-31.67146148951724 39.712777556385845 32.0
0.7005231968360022 -60.14812276652083 31.0
-9.847242634335998 6.2075418615713716 31.0
33.883166756131686 6.154062084155157 31.0
33.910196984536014 28.26828220882453 31.0
0.714048435096629 -49.09101280756295 31.0
11.687610137625597 -15.625912150135264 31.0
33.81559335446218 -49.13148698583245 31.0
0.7005231968360022 -60.14812276652083 31.0
-31.67146148951724 39.712777556385845 31.0
0.7005231968360022 -60.14812276652083 31.0
11.70075664925389 -4.875943972496316 31.0
-9.779218096577097 61.80023703468032 31.0
-31.752681412443053 -26.62988665769808 31.0
0.7005231968360022 -60.14812276652083 30.0
11.755222017818596 39.659639191115275 31.0
0.8361568959662691 50.730121976463124 31.0
-31.67146148951724 39.712777556385845 31.0
0.781676487182267 6.194538050796837 31.0
22.977602033643052 28.281647035386413 31.0
-9.779218096577097 61.80023703468032 31.0
0.8087285765213892 28.308758890954778 31.0
-20.847508922801353 -49.064631294924766 30.0
0.8361568959662691 50.730121976463124 31.0
0.8361568959662691 50.730121976463124 31.0
0.781676487182267 6.194538050796837 31.0
-9.847242634335998 6.2075418615713716 31.0
-9.914888234750833 -49.07800957164727 31.0
-31.72598461614689 -4.822807498741895 32.0
-31.67146148951724 39.712777556385845 32.0
-9.806277956988197 39.68601553561166 31.0
-20.80653519416228 -15.586158336605877 31.0
33.856512433092576 -15.65301581658423 30.0
-9.900983559084125 -37.71375747723505 31.0
-9.900983559084125 -37.71375747723505 31.0
33.883166756131686 6.154062084155157 31.0
22.89686667895876 -37.75387125625275 30.0
-31.657924401049968 50.76988850720227 31.0
33.86965182784479 -4.903047871775925 31.0
-9.900983559084125 -37.71375747723505 31.0
-31.685374478751328 28.34852470899932 31.0
-31.73914506903384 -15.572776132728904 31.0
33.86965182784479 -4.903047871775925 31.0
22.88297313376097 -49.118122986052185 31.0
-31.72598461614689 -4.822807498741895 31.0
11.76874476595549 50.71674967254512 31.0
33.81559335446218 -49.13148698583245 31.0
-31.72598461614689 -4.822807498741895 31.0
-31.72598461614689 -4.822807498741895 31.0
33.842997749336064 -26.710125632351264 30.0
22.977602033643052 28.281647035386413 31.0
0.8087285765213892 28.308758890954778 31.0
11.70075664925389 -4.875943972496316 31.0
-9.806277956988197 39.68601553561166 31.0
-31.72598461614689 -4.822807498741895 31.0
0.781676487182267 6.194538050796837 31.0
-31.72598461614689 -4.822807498741895 31.0
0.714048435096629 -49.09101280756295 31.0
-9.792748088832013 50.74312624987215 31.0
-31.72598461614689 -4.822807498741895 31.0
-31.67146148951724 39.712777556385845 31.0
-9.779218096577097 61.80023703468032 31.0
33.89668180834269 17.211172111099586 31.0
0.822630537673831 39.67301137722097 31.0
-31.712448027858045 6.234303166624159 30.0
-20.793378250906244 -4.836189817637205 32.0
33.910196984536014 28.26828220882453 31.0
33.856512433092576 -15.65301581658423 31.0
33.842997749336064 -26.710125632351264 30.0
0.7005231968360022 -60.14812276652083 31.0
-9.847242634335998 6.2075418615713716 32.0
-9.873925436113495 -15.599536971421912 31.0
-31.72598461614689 -4.822807498741895 31.0
0.781676487182267 6.194538050796837 31.0
11.76874476595549 50.71674967254512 31.0
11.674088133731857 -26.68302220571786 30.0
33.86965182784479 -4.903047871775925 30.0
-9.792748088832013 50.74312624987215 31.0
0.822630537673831 39.67301137722097 31.0
-9.92841698252596 -60.13511964539066 31.0
-31.657924401049968 50.76988850720227 31.0
-9.900983559084125 -37.71375747723505 31.0
-20.833600536978338 -37.70037907897495 30.0
-31.73914506903384 -15.572776132728904 31.0
-9.88745455967728 -26.656647259835154 31.0
22.88297313376097 -49.118122986052185 31.0
-9.847242634335998 6.2075418615713716 31.0
0.8361568959662691 50.730121976463124 31.0
-31.712448027858045 6.234303166624159 31.0
11.755222017818596 39.659639191115275 31.0
33.856512433092576 -15.65301581658423 31.0
22.99149647093145 39.64589927555062 31.0
22.99149647093145 39.64589927555062 31.0
-9.92841698252596 -60.13511964539066 31.0
-9.833713141910266 17.264652360463515 31.0
-20.80653519416228 -15.586158336605877 31.0
-9.779218096577097 61.80023703468032 31.0
33.883166756131686 6.154062084155157 30.0
33.89668180834269 17.211172111099586 31.0
-31.72598461614689 -4.822807498741895 31.0
23.005015508679207 50.70300963544287 31.0
